player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
412660,ST,71,70.6,72.5,70.2,30.4,25.0,71.4,11.9,15.9,20.8,LW,72.5
463665,CB,76,8.0,26.5,30.7,60.2,76.8,36.7,59.0,59.4,55.6,CDM,76.8
467599,CB,69,9.2,20.3,23.4,53.7,76.3,27.5,57.6,57.6,75.6,CDM,76.3
555820,CM,73,12.5,47.7,51.3,75.6,66.3,63.3,58.6,56.5,22.3,CM,75.6
572265,ST,72,76.3,62.9,59.4,39.6,23.1,66.1,9.4,11.0,19.7,ST,76.3
633530,LB,68,8.9,45.1,49.5,53.5,61.7,45.7,74.8,75.6,44.1,RB,75.6
648032,CB,57,12.3,25.5,28.9,24.9,46.4,18.4,53.1,55.8,75.1,CB,75.1
671799,RW,68,17.5,59.9,63.2,60.7,49.4,63.8,73.5,74.1,12.7,RB,74.1
704693,RB,62,9.8,37.1,40.2,50.3,59.6,36.2,73.9,75.1,48.1,RB,75.1
708678,CB,72,10.4,18.3,21.4,34.9,67.8,20.2,60.1,60.4,75.4,CB,75.4
741292,ST,65,77.9,65.1,62.1,24.7,11.6,63.5,8.7,11.8,23.2,ST,77.9
797791,CB,61,18.1,10.6,10.6,24.8,57.3,15.5,40.2,41.5,76.3,CB,76.3
876400,CAM,69,37.6,72.9,75.2,59.2,32.6,75.6,38.2,38.5,12.2,CAM,75.6
950593,ST,67,80.7,61.2,57.8,24.2,9.7,57.4,6.6,11.6,20.3,ST,80.7
177847,RW,76,58.1,74.8,76.0,60.6,27.3,78.6,25.9,26.6,8.2,CAM,78.6
203516,CDM,72,10.4,37.4,41.4,68.1,74.6,50.0,65.2,65.9,43.9,CDM,74.6
255906,CB,71,9.3,13.4,16.0,34.8,61.0,15.8,49.6,50.2,80.6,CB,80.6
282421,CM,74,9.6,46.4,49.8,77.1,69.1,61.4,64.6,64.1,22.6,CM,77.1
298477,ST,73,75.5,62.5,58.3,45.9,31.1,70.7,8.0,12.4,20.7,ST,75.5
311277,CAM,65,12.6,53.7,57.5,72.9,64.4,67.0,72.9,72.4,31.1,LB,72.9
390823,CB,75,7.4,36.0,41.4,65.6,75.7,43.2,75.4,76.2,61.5,RB,76.2
443222,ST,71,76.3,76.9,74.8,32.9,10.4,72.8,9.7,13.6,10.5,LW,76.9
505653,ST,73,71.6,72.2,68.4,37.1,20.3,75.4,12.5,16.8,10.6,CAM,75.4
