player_id,natural_pos,OVR,ST_combo,LW_combo,RW_combo,CM_combo,CDM_combo,CAM_combo,LB_combo,RB_combo,CB_combo,best_combo_pos,best_combo_score
788445,CM,64,41.9,52.0,51.8,65.4,45.8,72.0,37.6,34.5,13.1,CAM,72.0
799986,CB,68,48.8,3.9,10.3,45.8,62.0,23.0,49.8,48.6,74.0,CB,74.0
801886,LW,65,53.3,62.0,59.5,50.2,22.8,70.5,14.1,8.1,8.3,CAM,70.5
801989,ST,61,68.7,55.3,56.2,40.1,11.2,69.5,1.0,0.0,8.3,CAM,69.5
802513,CDM,56,25.3,9.0,17.0,53.0,65.3,33.6,56.0,50.5,52.4,CDM,65.3
802515,CM,60,41.2,53.0,51.8,65.4,48.3,67.9,39.0,35.0,9.2,CAM,67.9
802545,CB,52,44.7,2.9,9.5,8.6,38.4,3.0,44.9,41.1,65.4,CB,65.4
802547,RB,56,21.1,25.8,20.0,36.3,47.3,11.8,65.6,54.5,40.5,LB,65.6
802553,CM,55,40.1,35.5,36.2,65.4,48.9,59.6,33.2,28.1,9.8,CM,65.4
802560,ST,58,69.5,46.9,46.7,35.6,16.4,59.8,7.3,1.6,28.8,ST,69.5
805054,CDM,68,24.5,16.0,14.6,67.9,72.4,41.1,51.3,45.7,50.5,CDM,72.4
805055,CM,62,40.4,63.9,61.8,70.5,62.9,70.9,66.7,63.2,13.3,CAM,70.9
805056,CAM,60,60.6,65.3,63.4,42.1,13.7,69.3,11.6,4.8,9.4,CAM,69.3
807386,ST,62,68.3,59.2,59.6,36.7,13.2,68.5,6.4,0.5,14.9,CAM,68.5
819798,RB,62,33.8,14.7,21.4,38.2,40.5,17.1,69.4,63.6,48.8,LB,69.4
846310,CM,64,31.4,36.6,33.8,71.5,71.0,66.6,63.7,59.0,18.6,CM,71.5
875531,CDM,57,12.1,18.3,24.6,56.8,66.1,34.1,66.9,57.5,15.8,LB,66.9
875608,CM,56,36.2,41.8,47.9,65.6,53.0,43.5,57.7,51.2,10.9,CM,65.6
881297,ST,62,61.2,65.8,65.9,41.7,28.0,70.7,37.5,33.9,14.5,CAM,70.7
890385,CB,58,42.5,6.1,12.3,31.6,49.7,19.2,43.5,40.6,69.1,CB,69.1
898781,CM,58,27.7,52.0,56.3,64.7,57.0,67.1,56.1,52.2,10.5,CAM,67.1
904342,CB,52,44.8,3.8,10.1,17.2,41.9,7.8,47.4,42.7,64.8,CB,64.8
923776,LW,63,70.8,51.5,42.9,44.0,29.0,64.7,26.3,18.2,29.9,ST,70.8
926952,LB,64,21.3,57.5,52.4,31.0,41.6,39.3,71.1,72.5,14.5,RB,72.5
926978,RB,57,14.7,29.9,28.0,22.0,37.6,9.9,66.0,67.8,20.0,RB,67.8
926993,CM,60,31.3,63.9,63.1,59.0,32.8,69.6,30.9,22.1,9.2,CAM,69.6
953004,CM,63,27.6,43.4,41.4,69.9,60.3,66.8,43.4,44.2,10.8,CM,69.9
